ENSEMBL75 id,LncRNA name,Nearest coding gene
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
ENSG00000250891,CTD-2281M20.1,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000169570
ENSG00000249494,CTB-161M19.4,ENSG00000172869
NA,NA,ENSG00000145779
NA,NA,ENSG00000145779
NA,NA,ENSG00000133835
NA,NA,NA
NA,NA,NA
ENSG00000251293,CTC-552D5.1,NA
ENSG00000261036,RP11-574H6.1,ENSG00000184838
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000181867
NA,NA,ENSG00000181867
NA,NA,ENSG00000181867
ENSG00000249610|ENSG00000247311,CTC-441N14.1|CTC-441N14.2,ENSG00000164185
ENSG00000249621,CTD-2544H17.1,ENSG00000064692
ENSG00000250328,CTC-210G5.1,ENSG00000064692
ENSG00000250328,CTC-210G5.1,ENSG00000064692
ENSG00000251538,RP11-166A12.1,NA
ENSG00000251538,RP11-166A12.1,ENSG00000205302
ENSG00000251538,RP11-166A12.1,ENSG00000205302
NA,NA,ENSG00000205302
NA,NA,ENSG00000064652
NA,NA,ENSG00000205302
ENSG00000223652,AC106786.1,ENSG00000061455
NA,NA,ENSG00000061455
ENSG00000253807,LINC01170,NA
ENSG00000253807,LINC01170,NA
NA,NA,ENSG00000168916
ENSG00000242814,RP11-436H11.1,ENSG00000168916
ENSG00000249261,RP11-284A20.2,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
ENSG00000248752,RP11-114J13.1,NA
NA,NA,NA
ENSG00000248752,RP11-114J13.1,ENSG00000155324
NA,NA,ENSG00000155324
NA,NA,ENSG00000155324
NA,NA,ENSG00000155324
ENSG00000251072,RP11-434D11.4,ENSG00000113368
NA,NA,ENSG00000113368
NA,NA,ENSG00000164241
NA,NA,ENSG00000145794
NA,NA,ENSG00000145794
NA,NA,ENSG00000145794
NA,NA,ENSG00000145794
NA,NA,ENSG00000145794
ENSG00000248799,CTC-548H10.2,ENSG00000205279
NA,NA,ENSG00000205279
NA,NA,ENSG00000205279
NA,NA,NA
ENSG00000250603,CTC-228N24.2,NA
ENSG00000245937,CTC-228N24.3,ENSG00000064651
NA,NA,ENSG00000064651
NA,NA,ENSG00000064651
NA,NA,ENSG00000066583
NA,NA,ENSG00000145808
ENSG00000249421,ADAMTS19-AS1,ENSG00000145808
ENSG00000251680,CTC-575N7.1,ENSG00000198108
NA,NA,ENSG00000198108
NA,NA,ENSG00000198108
NA,NA,ENSG00000198108
NA,NA,NA
NA,NA,ENSG00000169567
NA,NA,ENSG00000186687
NA,NA,ENSG00000158985
NA,NA,ENSG00000158987
NA,NA,ENSG00000164399
NA,NA,ENSG00000164399
ENSG00000227616,AC063976.1,ENSG00000072682
ENSG00000224015,AC063976.3,ENSG00000072682
ENSG00000233006|ENSG00000263597,AC034220.3|MIR3936,ENSG00000197208
ENSG00000223442,AC004041.2,ENSG00000113522
NA,NA,ENSG00000113520
NA,NA,ENSG00000198944
ENSG00000251616,RP11-485M7.3,ENSG00000170606
NA,NA,ENSG00000113583
NA,NA,ENSG00000113583
NA,NA,ENSG00000081059
ENSG00000271128,CTB-113I20.1,ENSG00000081059
NA,NA,ENSG00000119048
ENSG00000250564,RP11-215P8.4,ENSG00000237190
NA,NA,ENSG00000113615
NA,NA,ENSG00000164615
NA,NA,ENSG00000145833
NA,NA,ENSG00000113621
ENSG00000248923,MTND5P11,ENSG00000132570
NA,NA,ENSG00000132570
NA,NA,ENSG00000132570
ENSG00000249082,CTC-276P9.1,ENSG00000224186
ENSG00000248482,CTC-276P9.3,ENSG00000224186
NA,NA,ENSG00000255833
NA,NA,ENSG00000145832
ENSG00000253927,GS1-39E22.1,ENSG00000145839
NA,NA,ENSG00000120708
NA,NA,ENSG00000113658
NA,NA,ENSG00000113658
NA,NA,ENSG00000113658
NA,NA,ENSG00000177733
ENSG00000250159,RP11-381K20.2,ENSG00000078795
NA,NA,ENSG00000061492
NA,NA,ENSG00000120738
ENSG00000253404,AC034243.1,ENSG00000044115
NA,NA,ENSG00000015479
NA,NA,ENSG00000170469
ENSG00000249131,CTB-35F21.2,ENSG00000146005
ENSG00000245146,LINC01024,ENSG00000185129
NA,NA,ENSG00000185129
NA,NA,ENSG00000120306
ENSG00000249637,CTC-329D1.2,ENSG00000113073
NA,NA,ENSG00000113141
NA,NA,ENSG00000146007
NA,NA,ENSG00000146007
NA,NA,ENSG00000204970
NA,NA,ENSG00000112852
ENSG00000272154,AC005754.7,ENSG00000113205
NA,NA,ENSG00000113212
NA,NA,ENSG00000196963
NA,NA,ENSG00000120324
NA,NA,ENSG00000120328
NA,NA,ENSG00000113248
NA,NA,ENSG00000254122
NA,NA,ENSG00000120318
NA,NA,ENSG00000120318
NA,NA,ENSG00000156453
NA,NA,ENSG00000131507
NA,NA,ENSG00000145819
NA,NA,ENSG00000145819
ENSG00000250842,CTC-806A22.1,ENSG00000186314
NA,NA,ENSG00000156463
NA,NA,ENSG00000091009
NA,NA,ENSG00000091009
ENSG00000250025,CTC-359M8.1,ENSG00000091010
NA,NA,ENSG00000113649
NA,NA,ENSG00000173250
NA,NA,ENSG00000156475
ENSG00000250343,CTC-255N20.1,ENSG00000169302
ENSG00000250343,CTC-255N20.1,ENSG00000169302
NA,NA,ENSG00000169302
NA,NA,ENSG00000164266
NA,NA,ENSG00000133710
ENSG00000247199,RP11-373N22.3,ENSG00000145868
NA,NA,ENSG00000214510
NA,NA,ENSG00000164284
NA,NA,ENSG00000157510
NA,NA,ENSG00000145882
NA,NA,ENSG00000183111
NA,NA,ENSG00000183111
NA,NA,ENSG00000183111
NA,NA,ENSG00000155850
NA,NA,ENSG00000011083
ENSG00000254333,CTC-367J11.1,ENSG00000070614
ENSG00000253852,CTB-140J7.2,ENSG00000171992
NA,NA,ENSG00000171992
ENSG00000250309,CTC-345K18.2,ENSG00000164591
NA,NA,ENSG00000256235
NA,NA,ENSG00000237693
ENSG00000197083,ZNF300P1,ENSG00000145908
NA,NA,ENSG00000198624
NA,NA,ENSG00000198624
NA,NA,ENSG00000196743
ENSG00000253897,CTB-23I7.1,ENSG00000123643
NA,NA,ENSG00000123643
NA,NA,ENSG00000086570
NA,NA,ENSG00000132911
ENSG00000249484,AC091969.1,NA
ENSG00000249484,AC091969.1,NA
ENSG00000249484,AC091969.1,NA
NA,NA,NA
NA,NA,NA
ENSG00000251183,AC091962.3,ENSG00000155511
NA,NA,ENSG00000055147
NA,NA,ENSG00000055147
NA,NA,ENSG00000164574
NA,NA,ENSG00000164574
NA,NA,ENSG00000164574
ENSG00000245275,SAP30L-AS1,ENSG00000164574
NA,NA,ENSG00000155506
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000170624
ENSG00000254163,CTC-340I23.2,ENSG00000170624
NA,NA,ENSG00000055163
NA,NA,ENSG00000055163
ENSG00000251405|ENSG00000248544,CTB-109A12.1|CTB-47B11.3,ENSG00000055163
NA,NA,ENSG00000055163
NA,NA,ENSG00000113272
NA,NA,ENSG00000113272
NA,NA,ENSG00000155858
NA,NA,ENSG00000155858
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000164330
NA,NA,ENSG00000145860
NA,NA,ENSG00000113302
ENSG00000253298,AC008703.1,NA
NA,NA,NA
NA,NA,NA
ENSG00000254199,AC008691.1,NA
ENSG00000254199,AC008691.1,NA
ENSG00000253311,AC011343.1,ENSG00000170214
NA,NA,ENSG00000170214
NA,NA,ENSG00000170214
NA,NA,ENSG00000113312
ENSG00000247699,CTB-127C13.1,ENSG00000170231
NA,NA,ENSG00000164611
NA,NA,NA
NA,NA,ENSG00000145863
NA,NA,ENSG00000022355
NA,NA,ENSG00000022355
NA,NA,ENSG00000022355
NA,NA,ENSG00000022355
NA,NA,ENSG00000113327
NA,NA,ENSG00000113327
NA,NA,NA
NA,NA,NA
ENSG00000254186,RP11-167P20.1,NA
NA,NA,NA
NA,NA,NA
ENSG00000250061,RP11-541P9.3,NA
NA,NA,NA
NA,NA,ENSG00000113328
ENSG00000251018,RP11-80G7.1,ENSG00000072571
NA,NA,NA
ENSG00000253236,CTD-2313P7.1,NA
ENSG00000254066,CTB-181F24.1,NA
NA,NA,NA
ENSG00000254252,RPL7P20,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
ENSG00000254130,CTB-7E3.1,NA
NA,NA,NA
ENSG00000254365,CTB-180C19.1,ENSG00000145934
NA,NA,ENSG00000145934
NA,NA,ENSG00000145934
ENSG00000253660,CTC-353G13.1,ENSG00000145934
NA,NA,ENSG00000145934
ENSG00000253978,CTB-178M22.2,ENSG00000145934
NA,NA,ENSG00000113645
NA,NA,ENSG00000184347
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000040275
NA,NA,ENSG00000168269
NA,NA,ENSG00000234511
ENSG00000249601,CTB-27N1.1,ENSG00000234511
ENSG00000250274,CTB-114C7.4,ENSG00000043462
ENSG00000253858,CTB-147C13.1,ENSG00000182132
ENSG00000253591,CTC-265N9.1,ENSG00000182132
NA,NA,ENSG00000182132
ENSG00000253591,CTC-265N9.1,ENSG00000182132
ENSG00000253348,MIR4454,ENSG00000094755
NA,NA,ENSG00000094755
ENSG00000253348,MIR4454,ENSG00000094755
NA,NA,ENSG00000204764
NA,NA,ENSG00000204764
NA,NA,ENSG00000156427
NA,NA,ENSG00000253110
NA,NA,ENSG00000185662
NA,NA,ENSG00000185662
NA,NA,ENSG00000072803
NA,NA,ENSG00000214360
NA,NA,ENSG00000174705
ENSG00000254299,CTB-54I1.1,ENSG00000268553
NA,NA,ENSG00000268553
ENSG00000253445,CTB-79E8.2,ENSG00000214357
NA,NA,ENSG00000120129
NA,NA,ENSG00000113719
NA,NA,ENSG00000113719
NA,NA,ENSG00000164463
ENSG00000253172,CTC-209H22.3,ENSG00000164463
NA,NA,ENSG00000113734
NA,NA,ENSG00000113739
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000145919
ENSG00000253686,CTB-43E15.3,ENSG00000145919
NA,NA,NA
ENSG00000254211,CTB-43E15.4,ENSG00000113742
NA,NA,ENSG00000113742
NA,NA,ENSG00000113742
ENSG00000253447,RP11-619L12.4,ENSG00000170091
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000120149
NA,NA,NA
NA,NA,ENSG00000164466
NA,NA,ENSG00000113749
NA,NA,ENSG00000113749
NA,NA,ENSG00000145920
NA,NA,ENSG00000145920
NA,NA,ENSG00000182230
NA,NA,ENSG00000182230
ENSG00000251458,RP11-844P9.1,ENSG00000182230
ENSG00000248596,RP11-844P9.2,ENSG00000182230
NA,NA,ENSG00000170085
NA,NA,ENSG00000113194
NA,NA,ENSG00000048140
NA,NA,ENSG00000048140
ENSG00000251446,RP11-375B1.2,ENSG00000048140
NA,NA,ENSG00000048140
ENSG00000270706,CTD-2301A4.5,ENSG00000165671
ENSG00000246334,PRR7-AS1,ENSG00000198055
NA,NA,ENSG00000184840
ENSG00000249186,RP11-423H2.5,ENSG00000249109
NA,NA,ENSG00000249109
NA,NA,ENSG00000175325
NA,NA,ENSG00000204677
NA,NA,ENSG00000204677
NA,NA,ENSG00000204677
NA,NA,ENSG00000145911
NA,NA,ENSG00000145911
NA,NA,ENSG00000145916
NA,NA,ENSG00000113240
NA,NA,ENSG00000169131
NA,NA,ENSG00000169131
ENSG00000250420,AACSP1,ENSG00000169131
NA,NA,ENSG00000178338
ENSG00000253144,RP11-281O15.7,ENSG00000177932
ENSG00000253163,RP11-443C10.1,ENSG00000087116
NA,NA,ENSG00000087116
ENSG00000253652,RP11-798K23.4,ENSG00000176783
NA,NA,ENSG00000176783
NA,NA,ENSG00000176783
ENSG00000244945,RP11-1379J22.2,ENSG00000176783
NA,NA,ENSG00000127022
NA,NA,ENSG00000127022
NA,NA,ENSG00000161021
NA,NA,ENSG00000050748
NA,NA,ENSG00000113300
NA,NA,ENSG00000113300
NA,NA,ENSG00000113300
NA,NA,ENSG00000131446
NA,NA,ENSG00000182613
NA,NA,ENSG00000182613
NA,NA,ENSG00000146054
ENSG00000248473,CTC-338M12.2,ENSG00000146054
NA,NA,ENSG00000146063
NA,NA,ENSG00000230178
NA,NA,NA
NA,NA,ENSG00000112679
NA,NA,ENSG00000112685
NA,NA,ENSG00000112685
ENSG00000271727,RP11-532F6.4,ENSG00000112685
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000176515
NA,NA,ENSG00000176515
NA,NA,ENSG00000164379
NA,NA,ENSG00000137273
NA,NA,NA
NA,NA,ENSG00000054598
NA,NA,ENSG00000054598
NA,NA,ENSG00000112699
NA,NA,ENSG00000112699
ENSG00000250903,GMDS-AS1,ENSG00000112699
NA,NA,NA
NA,NA,NA
NA,NA,NA
ENSG00000228718,RP11-145H9.3,ENSG00000164385
NA,NA,ENSG00000145949
NA,NA,ENSG00000021355
ENSG00000228365,RP1-90J20.2,ENSG00000124570
NA,NA,ENSG00000124588
ENSG00000229282,RP1-40E16.2,ENSG00000137275
NA,NA,ENSG00000137266
NA,NA,ENSG00000168994
ENSG00000238158,RP11-420L9.4,ENSG00000145945
ENSG00000233068,RP1-140K8.1,ENSG00000145945
NA,NA,ENSG00000198721
ENSG00000216307,RP3-400B16.2,ENSG00000198721
NA,NA,NA
NA,NA,NA
ENSG00000260239,RP11-274H24.1,NA
ENSG00000217385,PSMC1P11,ENSG00000153046
NA,NA,ENSG00000124787
NA,NA,ENSG00000219607
NA,NA,ENSG00000214113
NA,NA,ENSG00000145982
ENSG00000233064,RP3-380B8.4,ENSG00000145982
NA,NA,ENSG00000124785
NA,NA,ENSG00000124785
NA,NA,ENSG00000124491
NA,NA,ENSG00000124491
NA,NA,ENSG00000112799
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
ENSG00000203498,RP11-556O15.1,NA
ENSG00000203498,RP11-556O15.1,NA
ENSG00000238221,RP11-69L16.4,ENSG00000124783
NA,NA,ENSG00000124784
NA,NA,ENSG00000153162
NA,NA,ENSG00000124802
NA,NA,ENSG00000124802
NA,NA,ENSG00000124802
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000124786
NA,NA,ENSG00000124786
NA,NA,ENSG00000124786
ENSG00000251164,HULC,NA
NA,NA,NA
ENSG00000230939,RP11-314C16.1,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000181355
NA,NA,ENSG00000181355
NA,NA,ENSG00000181355
NA,NA,ENSG00000181355
NA,NA,ENSG00000181355
NA,NA,ENSG00000181355
NA,NA,ENSG00000137203
ENSG00000229950,TFAP2A-AS1,ENSG00000137203
NA,NA,ENSG00000137434
ENSG00000230314|ENSG00000238896,ELOVL2-AS1|snoU13,ENSG00000224531
NA,NA,ENSG00000111859
NA,NA,ENSG00000111859
ENSG00000233656|ENSG00000242753|ENSG00000218020,RP11-716O23.1|RP11-716O23.2|PRKRIRP5,ENSG00000205269
NA,NA,ENSG00000111863
NA,NA,ENSG00000111863
ENSG00000234427,RP3-413H6.2,ENSG00000111863
NA,NA,ENSG00000111863
NA,NA,ENSG00000095951
NA,NA,ENSG00000095951
NA,NA,ENSG00000078401
NA,NA,NA
NA,NA,ENSG00000145979
NA,NA,ENSG00000145990
NA,NA,ENSG00000050393
ENSG00000272209,RP3-500L14.2,ENSG00000050393
NA,NA,ENSG00000180537
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000047579
NA,NA,ENSG00000047579
NA,NA,ENSG00000047579
NA,NA,NA
NA,NA,ENSG00000007944
NA,NA,ENSG00000007944
ENSG00000218073,RP1-13D10.2,ENSG00000007944
ENSG00000229931|ENSG00000272341,RP1-151F17.1|RP1-151F17.2,ENSG00000124788
NA,NA,ENSG00000112183
NA,NA,ENSG00000124789
ENSG00000272269,RP11-500C11.3,ENSG00000124789
NA,NA,ENSG00000137177
NA,NA,ENSG00000137177
NA,NA,ENSG00000137177
NA,NA,ENSG00000137364
NA,NA,ENSG00000124795
NA,NA,ENSG00000137393
NA,NA,ENSG00000137393
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000172201
NA,NA,ENSG00000172201
NA,NA,ENSG00000172197
NA,NA,ENSG00000112242
NA,NA,ENSG00000112242
NA,NA,ENSG00000112242
NA,NA,ENSG00000145996
NA,NA,NA
ENSG00000260049,RP3-404K8.2,ENSG00000172179
ENSG00000260049,RP3-404K8.2,ENSG00000172179
NA,NA,ENSG00000112273
NA,NA,ENSG00000112273
NA,NA,ENSG00000112273
ENSG00000235743,RP11-439H9.1,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000146038
NA,NA,ENSG00000137261
NA,NA,ENSG00000137261
NA,NA,ENSG00000260286
NA,NA,ENSG00000111913
NA,NA,ENSG00000111913
NA,NA,ENSG00000111913
NA,NA,ENSG00000111913
NA,NA,ENSG00000111913
NA,NA,ENSG00000079691
NA,NA,ENSG00000112337
ENSG00000272462,U91328.19,ENSG00000112343
NA,NA,ENSG00000158406
NA,NA,ENSG00000186470
ENSG00000261353|ENSG00000228223,CTA-14H9.5|HCG11,ENSG00000124557
NA,NA,ENSG00000182952
NA,NA,ENSG00000146109
NA,NA,ENSG00000146109
ENSG00000261584,RP11-457M11.5,ENSG00000181315
ENSG00000224843|ENSG00000238621,LINC00240|TRNAI2,NA
NA,NA,NA
ENSG00000174572,RP11-209A2.1,ENSG00000112812
NA,NA,ENSG00000158553
NA,NA,ENSG00000096654
NA,NA,ENSG00000096654
NA,NA,ENSG00000096654
NA,NA,ENSG00000185130
NA,NA,ENSG00000198558
NA,NA,ENSG00000197279
NA,NA,ENSG00000137185
NA,NA,ENSG00000187626
NA,NA,ENSG00000158691
NA,NA,ENSG00000158691
NA,NA,ENSG00000187987
NA,NA,ENSG00000198704
NA,NA,ENSG00000232040
NA,NA,ENSG00000204713
NA,NA,ENSG00000204713
ENSG00000224157,HCG14,ENSG00000204713
ENSG00000227214|ENSG00000244349,HCG15|HCG16,ENSG00000197935
NA,NA,ENSG00000197935
NA,NA,ENSG00000204687
ENSG00000229274,XXbac-BPG13B8.10,ENSG00000204687
ENSG00000229274,XXbac-BPG13B8.10,ENSG00000204687
NA,NA,ENSG00000204687
ENSG00000224582,LINC01015,ENSG00000213886
NA,NA,ENSG00000204681
NA,NA,ENSG00000204681
NA,NA,ENSG00000204642
ENSG00000181126,HLA-V,ENSG00000204632
ENSG00000204622,HLA-J,ENSG00000066379
NA,NA,ENSG00000204618
ENSG00000231226,TRIM31-AS1,ENSG00000204616
ENSG00000231226,TRIM31-AS1,ENSG00000204616
ENSG00000243753,HLA-L,ENSG00000204599
ENSG00000235781,XXbac-BPG249D20.9,ENSG00000204590
NA,NA,ENSG00000204569
ENSG00000272273,XXbac-BPG252P9.10,ENSG00000137331
ENSG00000228022,HCG20,ENSG00000137331
NA,NA,ENSG00000204580
NA,NA,ENSG00000204542
NA,NA,ENSG00000204536
NA,NA,ENSG00000234745
NA,NA,ENSG00000234745
NA,NA,ENSG00000234745
NA,NA,ENSG00000204520
NA,NA,ENSG00000204516
NA,NA,ENSG00000204498
NA,NA,ENSG00000204428
NA,NA,ENSG00000204428
NA,NA,ENSG00000204394
NA,NA,ENSG00000204392
NA,NA,ENSG00000204392
NA,NA,ENSG00000204356
NA,NA,ENSG00000168477
NA,NA,ENSG00000168477
ENSG00000225914|ENSG00000228962,XXbac-BPG154L12.4|HCG23,ENSG00000204296
NA,NA,ENSG00000196126
NA,NA,ENSG00000198502
NA,NA,ENSG00000198502
NA,NA,ENSG00000198502
NA,NA,ENSG00000198502
NA,NA,ENSG00000198502
NA,NA,ENSG00000196126
ENSG00000223534,HLA-DQB1-AS1,ENSG00000179344
ENSG00000232080,XXbac-BPG254F23.7,ENSG00000237541
NA,NA,ENSG00000250264
NA,NA,ENSG00000204267
NA,NA,ENSG00000242574
NA,NA,ENSG00000242574
NA,NA,ENSG00000242574
NA,NA,ENSG00000204248
NA,NA,ENSG00000204248
NA,NA,ENSG00000204248
NA,NA,ENSG00000204248
NA,NA,ENSG00000204209
NA,NA,ENSG00000204209
NA,NA,ENSG00000030110
NA,NA,ENSG00000204188
NA,NA,ENSG00000161904
NA,NA,ENSG00000096395
NA,NA,ENSG00000096395
NA,NA,ENSG00000096395
NA,NA,ENSG00000096395
ENSG00000233183,RP3-468B3.2,ENSG00000096395
ENSG00000233183,RP3-468B3.2,ENSG00000124493
NA,NA,ENSG00000124493
NA,NA,ENSG00000124493
NA,NA,ENSG00000124493
NA,NA,ENSG00000186577
ENSG00000225339,RP11-513I15.6,ENSG00000272325
NA,NA,ENSG00000272325
NA,NA,ENSG00000272325
NA,NA,ENSG00000272325
ENSG00000272288,RP11-140K17.3,ENSG00000196821
NA,NA,ENSG00000124678
NA,NA,ENSG00000112041
ENSG00000228559,RP3-340B19.3,ENSG00000096060
NA,NA,ENSG00000137392
NA,NA,ENSG00000112053
NA,NA,ENSG00000112053
NA,NA,ENSG00000112062
NA,NA,ENSG00000189325
ENSG00000224666,RP1-50J22.4,ENSG00000179165
NA,NA,ENSG00000124762
NA,NA,ENSG00000124772
NA,NA,ENSG00000124772
NA,NA,ENSG00000137409
ENSG00000204110,RP1-153P14.8,ENSG00000198937
NA,NA,ENSG00000112139
NA,NA,ENSG00000112139
NA,NA,ENSG00000112139
NA,NA,ENSG00000156639
NA,NA,ENSG00000156639
ENSG00000226533,BTBD9-AS1,ENSG00000183826
NA,NA,ENSG00000183826
NA,NA,ENSG00000164627
NA,NA,ENSG00000164627
NA,NA,ENSG00000124615
ENSG00000220586,TUBBP9,ENSG00000124615
NA,NA,NA
NA,NA,NA
NA,NA,NA
ENSG00000252767,RNU6-250P,ENSG00000156564
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000124602
NA,NA,ENSG00000095970
NA,NA,ENSG00000188056
NA,NA,ENSG00000096264
NA,NA,ENSG00000096264
NA,NA,ENSG00000096264
ENSG00000226917,RP11-328M4.3,ENSG00000137166
NA,NA,ENSG00000112561
NA,NA,ENSG00000112576
NA,NA,ENSG00000112599
NA,NA,ENSG00000124496
NA,NA,ENSG00000124496
NA,NA,ENSG00000124496
NA,NA,ENSG00000124496
NA,NA,ENSG00000024048
NA,NA,ENSG00000171467
NA,NA,ENSG00000171467
ENSG00000271970,RP3-337H4.10,ENSG00000124571
NA,NA,ENSG00000124571
NA,NA,ENSG00000172432
NA,NA,ENSG00000096080
NA,NA,ENSG00000096080
NA,NA,ENSG00000096080
NA,NA,ENSG00000112715
NA,NA,ENSG00000112715
NA,NA,ENSG00000181577
NA,NA,ENSG00000181577
NA,NA,ENSG00000180992
NA,NA,ENSG00000137225
NA,NA,ENSG00000112759
ENSG00000237530,RP3-449H6.1,ENSG00000096401
NA,NA,NA
NA,NA,ENSG00000196284
NA,NA,ENSG00000124813
NA,NA,ENSG00000124813
NA,NA,ENSG00000112782
NA,NA,ENSG00000112782
NA,NA,ENSG00000112782
NA,NA,ENSG00000112782
NA,NA,ENSG00000172348
NA,NA,ENSG00000172348
NA,NA,ENSG00000172348
NA,NA,ENSG00000172348
NA,NA,ENSG00000172348
NA,NA,ENSG00000172348
NA,NA,ENSG00000172348
ENSG00000236466,RP11-795J1.1,ENSG00000146233
NA,NA,ENSG00000069122
NA,NA,ENSG00000146072
NA,NA,ENSG00000146072
NA,NA,ENSG00000198087
NA,NA,ENSG00000198087
NA,NA,ENSG00000198087
NA,NA,ENSG00000124818
NA,NA,ENSG00000244694
NA,NA,NA
NA,NA,ENSG00000112077
NA,NA,ENSG00000124490
NA,NA,ENSG00000096006
NA,NA,ENSG00000170950
ENSG00000235122,RP3-417L20.4,ENSG00000170950
NA,NA,ENSG00000214643
ENSG00000226733,RP11-397G17.1,ENSG00000180872
NA,NA,NA
NA,NA,ENSG00000008196
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000170927
NA,NA,ENSG00000170927
NA,NA,ENSG00000170927
NA,NA,ENSG00000112115
NA,NA,ENSG00000112115
NA,NA,ENSG00000112116
ENSG00000225791,TRAM2-AS1,ENSG00000065308
NA,NA,ENSG00000065308
NA,NA,ENSG00000096092
ENSG00000216775,RP1-152L7.5,ENSG00000096092
NA,NA,ENSG00000096092
NA,NA,ENSG00000182793
NA,NA,ENSG00000243955
NA,NA,ENSG00000174156
NA,NA,ENSG00000174156
NA,NA,ENSG00000112146
NA,NA,ENSG00000012660
NA,NA,ENSG00000012660
ENSG00000249379,RP1-27K12.4,ENSG00000001084
ENSG00000235899,RP11-345L23.1,ENSG00000001084
NA,NA,ENSG00000146151
NA,NA,ENSG00000146151
NA,NA,ENSG00000112175
NA,NA,ENSG00000124749
NA,NA,ENSG00000151914
ENSG00000231441,RP11-472M19.2,ENSG00000151914
NA,NA,ENSG00000146143
NA,NA,NA
NA,NA,NA
NA,NA,NA
ENSG00000225096,XXbac-BPG55C20.7,NA
NA,NA,NA
ENSG00000223633,RP11-143A22.1,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000146166
NA,NA,ENSG00000188107
NA,NA,ENSG00000188107
NA,NA,ENSG00000188107
ENSG00000232120,RP11-349P19.1,ENSG00000188107
NA,NA,ENSG00000188107
NA,NA,ENSG00000188107
ENSG00000214558,RP11-74E24.2,ENSG00000188107
NA,NA,ENSG00000188107
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
ENSG00000223504,RP11-542F9.1,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000135298
NA,NA,ENSG00000168216
NA,NA,ENSG00000168216
NA,NA,ENSG00000168216
NA,NA,ENSG00000082269
ENSG00000237643,RP11-462G2.1,ENSG00000082269
NA,NA,ENSG00000112309
NA,NA,ENSG00000112309
NA,NA,ENSG00000112309
NA,NA,ENSG00000112309
NA,NA,ENSG00000112309
NA,NA,NA
ENSG00000223765,RP1-288M22.2,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
ENSG00000229852|ENSG00000239626|ENSG00000234882,RP11-398K22.12|RPSAP41|EIF3EP1,ENSG00000135314
ENSG00000229862,RP11-505P4.7,ENSG00000156508
NA,NA,ENSG00000156535
NA,NA,NA
NA,NA,ENSG00000111799
NA,NA,ENSG00000112697
ENSG00000225793,RP1-234P15.4,ENSG00000118407
ENSG00000237174,RP11-415D17.3,ENSG00000118407
ENSG00000237174,RP11-415D17.3,ENSG00000118407
NA,NA,ENSG00000118407
ENSG00000238156,RP11-415D17.4,ENSG00000118407
NA,NA,NA
ENSG00000271945,RP11-354K4.2,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000135312
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,ENSG00000146247
NA,NA,ENSG00000146247
NA,NA,ENSG00000118418
NA,NA,ENSG00000118418
ENSG00000270362,HMGN3-AS1,ENSG00000118418
NA,NA,ENSG00000118418
ENSG00000231533,RP1-232L24.3,ENSG00000135338
NA,NA,ENSG00000198478
NA,NA,ENSG00000118402
NA,NA,ENSG00000083123
NA,NA,ENSG00000112742
ENSG00000233967|ENSG00000260645,RP11-250B2.3|RP11-250B2.5,ENSG00000083123
NA,NA,ENSG00000112773
NA,NA,ENSG00000112773
NA,NA,NA
NA,NA,ENSG00000005700
NA,NA,ENSG00000005700
NA,NA,ENSG00000005700
NA,NA,ENSG00000005700
NA,NA,ENSG00000146242
NA,NA,ENSG00000118420
NA,NA,ENSG00000065833
NA,NA,ENSG00000065609
ENSG00000237874,RP3-393K13.1,ENSG00000065609
